player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Lamine Camara,2425,Monaco,FRA-Ligue 1,MF,20.0,2054,Box-to-Box Engine,Ball Progressor,33.9,22.8,11.1,88.9,3,1,João Neves | Paris S-G | 2425 | 86.1,Maxence Caqueret | Lyon | 2223 | 82.7,Yacine Adli | Bordeaux | 2021 | 75.8,Alexis Mac Allister | Liverpool | 2324 | 72.3,Kevin Stöger | Düsseldorf | 1819 | 71.8
Soungoutou Magassa,2425,Monaco,FRA-Ligue 1,MF,20.0,1025,Defensive Anchor,Box-to-Box Engine,35.3,28.2,7.1,92.9,0,3,Thiago Maia | Lille | 1819 | 93.6,Youssef Aït Bennasser | Saint-Étienne | 1819 | 89.3,Juninho Bacuna | Huddersfield | 1819 | 88.8,Cheick Doucouré | Crystal Palace | 2324 | 87.8,Yves Bissouma | Brighton | 1920 | 87.6
Takumi Minamino,2425,Monaco,FRA-Ligue 1,"MF,FW",29.0,2231,Ball Progressor,Creative Playmaker,31.7,30.3,1.4,98.6,1,2,Ismaila Sarr | Crystal Palace | 2425 | 90.1,Roland Sallai | Freiburg | 2324 | 88.0,Son Heung-min | Tottenham | 2223 | 85.0,Kevin Volland | Monaco | 2122 | 84.6,Mattia Aramu | Venezia | 2122 | 84.3
Jordan Ferri,2425,Montpellier,FRA-Ligue 1,MF,32.0,1773,Box-to-Box Engine,Defensive Anchor,30.1,29.0,1.1,98.9,3,0,Koke | Atlético Madrid | 2425 | 84.0,André Gomes | Lille | 2425 | 81.5,Nemanja Matić | Lyon | 2425 | 76.8,Johan Gastien | Clermont Foot | 2324 | 76.3,Jorginho | Arsenal | 2223 | 74.8
Joris Chotard,2425,Montpellier,FRA-Ligue 1,MF,22.0,1892,Defensive Anchor,Ball Progressor,39.0,25.2,13.8,86.2,0,1,Jan Schöppner | Heidenheim | 2324 | 88.7,Jaime Seoane | Huesca | 2021 | 88.6,Orel Mangala | Nott'ham Forest | 2223 | 88.1,Rani Khedira | Augsburg | 1718 | 87.6,Nicolai Remberg | Holstein Kiel | 2425 | 86.1
Khalil Fayad,2425,Montpellier,FRA-Ligue 1,"MF,FW",20.0,1028,Defensive Anchor,Ball Progressor,34.1,25.7,8.4,91.6,0,1,Yehor Yarmoliuk | Brentford | 2425 | 85.0,Carlos Baleba | Brighton | 2324 | 84.2,Edoardo Bove | Roma | 2223 | 84.1,Ngal'Ayel Mukau | Lille | 2425 | 82.2,Youssouf Fofana | Strasbourg | 1920 | 81.1
Rabby Nzingoula,2425,Montpellier,FRA-Ligue 1,MF,18.0,1689,Defensive Anchor,Ball Progressor,38.3,24.7,13.6,86.4,0,1,Mario Martín | Valladolid | 2425 | 90.8,Eric Martel | Köln | 2223 | 88.9,Dion Lopy | Reims | 2122 | 88.3,Lamine Fomba | Nîmes | 1920 | 88.3,Leandro Barreiro Martins | Mainz 05 | 2122 | 86.7
Téji Savanier,2425,Montpellier,FRA-Ligue 1,MF,32.0,2363,Creative Playmaker,Ball Progressor,29.0,26.4,2.6,97.4,2,1,Aaron Hunt | Hamburger SV | 1718 | 90.3,İlkay Gündoğan | Barcelona | 2324 | 85.4,Valter Birsa | Chievo | 1718 | 84.6,Piotr Zieliński | Napoli | 2324 | 84.2,Pascal Groß | Brighton | 2021 | 83.3
Douglas,2425,Nantes,FRA-Ligue 1,MF,27.0,2307,Defensive Anchor,Ball Progressor,36.1,24.6,11.5,88.5,0,1,Óscar Valentín | Rayo Vallecano | 2324 | 88.9,Alexis Blin | Lecce | 2223 | 88.1,João Palhinha | Fulham | 2324 | 82.9,Edson Álvarez | West Ham | 2324 | 82.7,Renato Tapia | Leganés | 2425 | 80.5
Johann Lepenant,2425,Nantes,FRA-Ligue 1,MF,21.0,2048,Defensive Anchor,Ball Progressor,34.2,27.8,6.4,93.6,0,1,Rani Khedira | Augsburg | 1718 | 84.5,Patrizio Masini | Genoa | 2425 | 84.0,Mario Martín | Valladolid | 2425 | 83.0,Gianluca Busio | Venezia | 2122 | 82.9,Ryan Yates | Nott'ham Forest | 2324 | 81.6
Pedro Chirivella,2425,Nantes,FRA-Ligue 1,MF,27.0,2348,Defensive Anchor,Box-to-Box Engine,30.6,27.7,2.9,97.1,0,3,Fran Beltrán | Celta Vigo | 2425 | 85.0,Jesper Karlström | Udinese | 2425 | 76.3,Stanislav Lobotka | Napoli | 2324 | 75.5,Remo Freuler | Bologna | 2425 | 73.7,Fabinho | Liverpool | 2223 | 72.9
Badredine Bouanani,2425,Nice,FRA-Ligue 1,"MF,FW",19.0,1099,Creative Playmaker,Ball Progressor,34.6,28.1,6.5,93.5,2,1,Dejan Kulusevski | Tottenham | 2122 | 88.7,Hamed Junior Traorè | Sassuolo | 1920 | 87.2,David Costa | Lens | 2324 | 87.0,Marco Richter | Augsburg | 1819 | 86.3,Moussa Diaby | Paris S-G | 1819 | 85.5
Baptiste Santamaria,2425,Nice,FRA-Ligue 1,MF,29.0,927,Defensive Anchor,Box-to-Box Engine,41.7,23.0,18.7,81.3,0,3,,Philipp Sander | Gladbach | 2425 | 88.7,,Papakouli Diop | Espanyol | 1718 | 88.4,
Hicham Boudaoui,2425,Nice,FRA-Ligue 1,MF,24.0,2435,Ball Progressor,Defensive Anchor,29.3,27.1,2.2,97.8,1,0,Karol Linetty | Sampdoria | 1819 | 81.5,Kevin Agudelo | Spezia | 2223 | 69.9,Philipp Treu | St. Pauli | 2425 | 67.5,Yassine Kechta | Le Havre | 2425 | 63.9,Marc Cucurella | Getafe | 1920 | 63.7
Jeremie Boga,2425,Nice,FRA-Ligue 1,"MF,FW",27.0,1054,Creative Playmaker,Ball Progressor,34.1,26.7,7.4,92.6,2,1,Nabil Fekir | Betis | 2223 | 86.2,Chris Führich | Stuttgart | 2425 | 85.8,Samuel Chukwueze | Villarreal | 2122 | 83.7,Jonathan Bamba | Celta Vigo | 2324 | 83.5,Oussama Idrissi | Cádiz | 2122 | 83.5
Pablo Rosario,2425,Nice,FRA-Ligue 1,"MF,DF",27.0,1775,Defensive Anchor,Ball Progressor,32.4,27.5,4.9,95.1,0,1,Damien Le Tallec | Montpellier | 2021 | 80.0,Robert Andrich | Leverkusen | 2425 | 79.5,Kévin N'Doram | Metz | 2324 | 78.9,Orel Mangala | Nott'ham Forest | 2324 | 77.2,Vincent Pajot | Saint-Étienne | 1718 | 74.3
Sofiane Diop,2425,Nice,FRA-Ligue 1,"MF,FW",24.0,1064,Creative Playmaker,Ball Progressor,32.1,25.6,6.5,93.5,2,1,Mark Uth | Köln | 1920 | 88.5,Romain Del Castillo | Brest | 2223 | 85.5,Youcef Belaïli | Ajaccio | 2223 | 82.8,Eberechi Eze | Crystal Palace | 2324 | 82.8,Fermin López | Barcelona | 2425 | 82.7
Tanguy Ndombele,2425,Nice,FRA-Ligue 1,MF,27.0,1131,Ball Progressor,Defensive Anchor,31.5,25.3,6.2,93.8,1,0,Saîf-Eddine Khaoui | Clermont Foot | 2122 | 71.3,Lukas Rupp | Hoffenheim | 1718 | 64.1,Gaku Shibasaki | Getafe | 1718 | 62.6,Yevhen Shakhov | Lecce | 1920 | 61.4,Hamza Rafia | Lecce | 2425 | 61.3
Fabián Ruiz Peña,2425,Paris S-G,FRA-Ligue 1,MF,28.0,1923,Creative Playmaker,Box-to-Box Engine,30.8,29.3,1.5,98.5,2,3,Luis Alberto | Lazio | 2122 | 88.7,David Silva | Manchester City | 1920 | 88.3,Marcelo Brozović | Inter | 1718 | 87.2,Kevin De Bruyne | Manchester City | 2021 | 86.2,Cesc Fàbregas | Chelsea | 1718 | 86.1
João Neves,2425,Paris S-G,FRA-Ligue 1,"MF,DF",19.0,1844,Box-to-Box Engine,Creative Playmaker,32.8,23.2,9.6,90.4,3,2,Lamine Camara | Monaco | 2425 | 86.1,Bruno Guimarães | Lyon | 2021 | 73.5,Yacine Adli | Milan | 2324 | 72.8,Jude Bellingham | Dortmund | 2223 | 72.5,Maxence Caqueret | Lyon | 2223 | 70.6
Vitinha,2425,Paris S-G,FRA-Ligue 1,MF,24.0,2042,Box-to-Box Engine,Creative Playmaker,31.6,25.0,6.6,93.4,3,2,Marco Verratti | Paris S-G | 2122 | 83.6,Maxime Lopez | Marseille | 1718 | 86.3,İlkay Gündoğan | Manchester City | 1718 | 84.0,Matías Vecino | Inter | 1718 | 83.0,Fabián Ruiz Peña | Napoli | 2122 | 78.2
Vitinha,2425,Paris S-G,FRA-Ligue 1,MF,24.0,1328,Box-to-Box Engine,Creative Playmaker,31.6,25.0,6.6,93.4,3,2,Marco Verratti | Paris S-G | 2122 | 83.6,Maxime Lopez | Marseille | 1718 | 86.3,İlkay Gündoğan | Manchester City | 1718 | 84.0,Matías Vecino | Inter | 1718 | 83.0,Fabián Ruiz Peña | Napoli | 2122 | 78.2
Warren Zaïre-Emery,2425,Paris S-G,FRA-Ligue 1,"MF,DF",18.0,2050,Box-to-Box Engine,Defensive Anchor,32.7,25.9,6.8,93.2,3,0,Eduardo Camavinga | Rennes | 2021 | 83.4,Mattéo Guendouzi | Arsenal | 1819 | 77.0,Hicham Boudaoui | Nice | 2223 | 70.5,Pape Matar Sarr | Metz | 2021 | 69.3,Azzedine Ounahi | Angers | 2122 | 69.2
Amadou Koné,2425,Reims,FRA-Ligue 1,MF,19.0,1293,Defensive Anchor,Box-to-Box Engine,39.9,25.0,14.9,85.1,0,3,Yves Bissouma | Brighton | 1920 | 86.8,Jessy Deminguet | Caen | 1819 | 86.5,Junior Mwanga | Strasbourg | 2324 | 86.3,Ayyoub Bouaddi | Lille | 2425 | 86.3,Lesley Ugochukwu | Rennes | 2223 | 86.2
Marshall Munetsi,2425,Reims,FRA-Ligue 1,MF,28.0,1078,Ball Progressor,Defensive Anchor,31.7,29.2,2.5,97.5,1,0,André Hahn | Augsburg | 2122 | 85.8,,,Mattias Svanberg | Wolfsburg | 2425 | 83.0,Carlo Boukhalfa | St. Pauli | 2425 | 81.5
Marshall Munetsi,2425,Reims,FRA-Ligue 1,MF,28.0,1692,Ball Progressor,Defensive Anchor,31.7,29.2,2.5,97.5,1,0,André Hahn | Augsburg | 2122 | 85.8,,,Mattias Svanberg | Wolfsburg | 2425 | 83.0,Carlo Boukhalfa | St. Pauli | 2425 | 81.5
Valentin Atangana Edoa,2425,Reims,FRA-Ligue 1,MF,18.0,2854,Defensive Anchor,Ball Progressor,35.1,26.8,8.3,91.7,0,1,Amadou Onana | Everton | 2223 | 93.1,Samuele Ricci | Torino | 2425 | 88.4,Rolando Mandragora | Udinese | 1819 | 87.8,Joris Chotard | Montpellier | 2122 | 85.7,Gideon Jung | Hamburger SV | 1718 | 84.7
Amine Gouiri,2425,Rennes,FRA-Ligue 1,"MF,FW",24.0,1048,Ball Progressor,Creative Playmaker,35.4,23.6,11.8,88.2,1,2,Daniel Maldini | Monza | 2425 | 90.5,Christian Pulisic | Chelsea | 2122 | 88.6,Roland Sallai | Freiburg | 2021 | 88.1,Davide Frattesi | Inter | 2425 | 86.0,Jeremy Dudziak | Greuther Fürth | 2122 | 85.8
Amine Gouiri,2425,Rennes,FRA-Ligue 1,"MF,FW",24.0,1037,Ball Progressor,Creative Playmaker,35.4,23.6,11.8,88.2,1,2,Daniel Maldini | Monza | 2425 | 90.5,Christian Pulisic | Chelsea | 2122 | 88.6,Roland Sallai | Freiburg | 2021 | 88.1,Davide Frattesi | Inter | 2425 | 86.0,Jeremy Dudziak | Greuther Fürth | 2122 | 85.8
Azor Matusiwa,2425,Rennes,FRA-Ligue 1,MF,26.0,2078,Defensive Anchor,Box-to-Box Engine,39.0,26.4,12.6,87.4,0,3,Tiemoué Bakayoko | Napoli | 2021 | 89.9,Lucas Torró | Osasuna | 2122 | 86.6,Nicolas Höfler | Freiburg | 1718 | 85.0,Erick Pulgar | Fiorentina | 2021 | 83.8,Oriol Romeu | Southampton | 1819 | 83.3
Baptiste Santamaria,2425,Rennes,FRA-Ligue 1,MF,29.0,927,Defensive Anchor,Box-to-Box Engine,32.3,26.4,5.9,94.1,0,3,Lukas Lerager | Bordeaux | 1819 | 80.4,,Albin Ekdal | Hamburger SV | 1718 | 79.6,,Gonzalo Escalante | Cremonese | 2223 | 79.2
Djaoui Cissé,2425,Rennes,FRA-Ligue 1,MF,20.0,1121,Defensive Anchor,Box-to-Box Engine,30.8,28.9,1.9,98.1,0,3,Sofyan Amrabat | Fiorentina | 2122 | 86.4,Beñat Prados | Athletic Club | 2324 | 82.0,Manu Morlanes | Espanyol | 2122 | 81.8,Tom Davies | Everton | 1819 | 81.8,Assane Dioussé | Saint-Étienne | 1718 | 81.4
Jordan James,2425,Rennes,FRA-Ligue 1,MF,20.0,1178,Ball Progressor,Box-to-Box Engine,27.4,27.1,0.3,99.7,1,3,Arne Engels | Augsburg | 2223 | 79.0,Mattias Svanberg | Wolfsburg | 2324 | 75.9,Alex Scott | Bournemouth | 2324 | 71.8,Felix Nmecha | Dortmund | 2324 | 71.1,Grigoris Kastanos | Salernitana | 2122 | 71.0
Ludovic Blas,2425,Rennes,FRA-Ligue 1,"MF,FW",26.0,2293,Creative Playmaker,Ball Progressor,38.6,27.0,11.6,88.4,2,1,Julian Brandt | Dortmund | 2425 | 90.3,Mason Mount | Chelsea | 2122 | 89.8,Daichi Kamada | Eint Frankfurt | 2021 | 89.5,Andrea Colpani | Monza | 2324 | 89.2,Filip Đuričić | Sassuolo | 2021 | 88.6
Aimen Moueffek,2425,Saint-Étienne,FRA-Ligue 1,MF,23.0,1039,Ball Progressor,Defensive Anchor,31.9,29.2,2.7,97.3,1,0,Mattias Svanberg | Bologna | 1819 | 83.9,Óscar Melendo | Granada | 2324 | 78.1,Álex Collado | Granada | 2122 | 77.9,Toma Bašić | Lazio | 2122 | 76.7,Peque | Sevilla | 2425 | 76.4
Benjamin Bouchouari,2425,Saint-Étienne,FRA-Ligue 1,MF,22.0,1772,Box-to-Box Engine,Ball Progressor,30.3,27.0,3.3,96.7,3,1,Mattéo Guendouzi | Arsenal | 1920 | 73.6,Hugo Sotelo | Celta Vigo | 2425 | 73.5,Maxime Lopez | Sassuolo | 2021 | 68.9,Billy Gilmour | Brighton | 2324 | 68.3,Tommy Doyle | Wolves | 2324 | 67.9
Florian Tardieu,2425,Saint-Étienne,FRA-Ligue 1,MF,32.0,1252,Box-to-Box Engine,Ball Progressor,30.8,24.1,6.7,93.3,3,1,Jorginho | Arsenal | 2324 | 79.8,Ivan Rakitić | Sevilla | 2223 | 75.5,Jordan Henderson | Liverpool | 2223 | 74.9,Nuri Şahin | Dortmund | 1718 | 71.7,James Milner | Liverpool | 2021 | 71.3
Louis Mouton,2425,Saint-Étienne,FRA-Ligue 1,MF,22.0,1045,Ball Progressor,Defensive Anchor,28.3,26.7,1.6,98.4,1,0,Jacopo Fazzini | Empoli | 2324 | 85.6,Gavi | Barcelona | 2324 | 80.9,Moussa Djenepo | Southampton | 2021 | 78.1,Hamza Rafia | Lecce | 2425 | 73.8,Jens Cajuste | Napoli | 2324 | 72.2
Pierre Ekwah Elimby,2425,Saint-Étienne,FRA-Ligue 1,MF,22.0,2575,Defensive Anchor,Box-to-Box Engine,39.3,25.4,13.9,86.1,0,3,Martín Zubimendi | Real Sociedad | 2122 | 92.0,Pablo Rosario | Nice | 2122 | 89.8,Ibrahima Sissoko | Strasbourg | 2021 | 88.4,Boubakary Soumaré | Leicester City | 2425 | 85.9,Hugo Guillamón | Valencia | 2122 | 85.6
Andrey Santos,2425,Strasbourg,FRA-Ligue 1,MF,20.0,2855,Defensive Anchor,Box-to-Box Engine,32.3,26.5,5.8,94.2,0,3,Carlos Baleba | Brighton | 2425 | 80.2,Gabriel | Leganés | 1718 | 79.3,Tommaso Pobega | Torino | 2122 | 78.9,Éderson | Atalanta | 2324 | 78.3,Saúl Ñíguez | Atlético Madrid | 1920 | 78.3
Dilane Bakwa,2425,Strasbourg,FRA-Ligue 1,"MF,DF",21.0,2497,Creative Playmaker,Ball Progressor,36.8,26.7,10.1,89.9,2,1,Charles De Ketelaere | Atalanta | 2425 | 90.2,Justin Kluivert | Nice | 2122 | 89.0,Harvey Barnes | Leicester City | 1920 | 88.3,Kai Havertz | Leverkusen | 1920 | 88.2,Franck Honorat | Brest | 2021 | 88.1
Félix Lemaréchal,2425,Strasbourg,FRA-Ligue 1,"MF,FW",20.0,1779,Ball Progressor,Defensive Anchor,37.0,22.6,14.4,85.6,1,0,Valentino Lazaro | Hertha BSC | 1718 | 82.4,Arne Engels | Augsburg | 2324 | 81.9,Juanlu Sánchez | Sevilla | 2425 | 81.4,Anthony Gordon | Everton | 2122 | 81.2,Fabio Miretti | Genoa | 2425 | 79.5
Habib Diarra,2425,Strasbourg,FRA-Ligue 1,"MF,FW",20.0,2352,Ball Progressor,Creative Playmaker,36.1,22.3,13.8,86.2,1,2,Diego López | Valencia | 2324 | 82.4,Gavi | Barcelona | 2223 | 78.9,Tommaso Baldanzi | Empoli | 2223 | 78.8,Omari Hutchinson | Ipswich Town | 2425 | 78.7,Samuele Ricci | Torino | 2324 | 78.7
Junior Mwanga,2425,Strasbourg,FRA-Ligue 1,MF,21.0,952,Defensive Anchor,Ball Progressor,32.6,24.7,7.9,92.1,0,1,,Fabian Kunze | Arminia | 2021 | 88.6,,Reda Belahyane | Lazio | 2425 | 87.6,Yangel Herrera | Huesca | 1819 | 87.0
Sebastian Nanasi,2425,Strasbourg,FRA-Ligue 1,"MF,FW",22.0,2107,Creative Playmaker,Ball Progressor,33.8,28.5,5.3,94.7,2,1,Florian Neuhaus | Gladbach | 1819 | 89.8,Julián Álvarez | Manchester City | 2324 | 88.2,Brahim Díaz | Milan | 2223 | 87.1,James Maddison | Leicester City | 2122 | 86.0,Phil Foden | Manchester City | 2425 | 85.8
Valentín Barco,2425,Strasbourg,FRA-Ligue 1,"MF,DF",20.0,1157,Box-to-Box Engine,Defensive Anchor,28.6,27.5,1.1,98.9,3,0,Gavi | Barcelona | 2425 | 73.7,Ilaix Moriba | Valencia | 2223 | 72.2,Kévin Danois | Auxerre | 2425 | 67.5,Mohamed Camara | Monaco | 2324 | 65.4,Aleksandar Pavlovic | Bayern Munich | 2324 | 62.7
Cristian Cásseres Jr.,2425,Toulouse,FRA-Ligue 1,MF,24.0,2696,Defensive Anchor,Box-to-Box Engine,37.5,26.1,11.4,88.6,0,3,Baptiste Santamaria | Angers | 1819 | 86.7,Moisés Caicedo | Chelsea | 2425 | 86.2,Samu Costa | Mallorca | 2324 | 85.6,Morten Frendrup | Genoa | 2324 | 85.4,Lukas Lerager | Bordeaux | 1718 | 85.4
Shavy Babicka,2425,Toulouse,FRA-Ligue 1,"MF,FW",24.0,1186,Ball Progressor,Creative Playmaker,33.2,27.1,6.1,93.9,1,2,Nathan Tella | Leverkusen | 2425 | 90.4,Jesper Lindstrøm | Eint Frankfurt | 2223 | 89.3,Richarlison | Tottenham | 2223 | 88.7,Rafael Borré | Eint Frankfurt | 2223 | 88.3,Roland Sallai | Freiburg | 2122 | 87.5
Vincent Sierro,2425,Toulouse,FRA-Ligue 1,MF,28.0,2402,Ball Progressor,Defensive Anchor,28.7,27.7,1.0,99.0,1,0,Rolando Mandragora | Fiorentina | 2425 | 70.0,Tomáš Souček | West Ham | 2425 | 67.0,Sean Longstaff | Newcastle Utd | 2324 | 66.1,Manolis Saliakas | St. Pauli | 2425 | 65.1,Maximilian Arnold | Wolfsburg | 2425 | 63.7
Yann Gboho,2425,Toulouse,FRA-Ligue 1,"MF,FW",23.0,2333,Ball Progressor,Creative Playmaker,31.7,30.4,1.3,98.7,1,2,Demarai Gray | Everton | 2122 | 89.4,Carles Pérez | Celta Vigo | 2223 | 88.3,Portu | Girona | 1718 | 86.5,Gauthier Hein | Auxerre | 2223 | 85.4,Omari Hutchinson | Ipswich Town | 2425 | 85.2
Zakaria Aboukhlal,2425,Toulouse,FRA-Ligue 1,"MF,FW",24.0,1901,Ball Progressor,Creative Playmaker,31.6,25.1,6.5,93.5,1,2,Jérémy Le Douaron | Brest | 2223 | 93.0,Roland Sallai | Freiburg | 2021 | 89.8,Michael Gregoritsch | Augsburg | 1718 | 88.8,Justin Kluivert | Bournemouth | 2324 | 87.8,Boulaye Dia | Lazio | 2425 | 86.7
Daniel Baier,1718,Augsburg,GER-Bundesliga,MF,33.0,2538,Box-to-Box Engine,Defensive Anchor,33.6,30.6,3.0,97.0,3,0,Gabi | Atlético Madrid | 1718 | 94.7,Laurent Abergel | Lorient | 2324 | 89.4,João Moutinho | Wolves | 2021 | 89.1,Lucas Leiva | Lazio | 1819 | 86.4,Francesco Magnanelli | Sassuolo | 1718 | 85.1
Koo Ja-cheol,1718,Augsburg,GER-Bundesliga,MF,28.0,2046,Defensive Anchor,Ball Progressor,34.6,28.8,5.8,94.2,0,1,Prince Oniangué | Caen | 1819 | 89.9,Rani Khedira | Union Berlin | 2425 | 85.4,Cheikhou Kouyaté | Crystal Palace | 1920 | 84.5,Tomáš Souček | West Ham | 2223 | 84.5,Alberto Grassi | Empoli | 2425 | 84.5
Michael Gregoritsch,1718,Augsburg,GER-Bundesliga,"MF,FW",23.0,2527,Ball Progressor,Creative Playmaker,31.4,24.3,7.1,92.9,1,2,Jérémy Le Douaron | Brest | 2223 | 93.1,Zakaria Aboukhlal | Toulouse | 2425 | 88.8,Yoane Wissa | Lorient | 2021 | 85.9,Roland Sallai | Freiburg | 2021 | 85.9,Boulaye Dia | Lazio | 2425 | 85.6
Rani Khedira,1718,Augsburg,GER-Bundesliga,"MF,DF",23.0,2275,Defensive Anchor,Ball Progressor,38.2,25.1,13.1,86.9,0,1,Jan Schöppner | Heidenheim | 2324 | 94.2,Jakub Kiwior | Spezia | 2122 | 90.9,Fede San Emeterio | Cádiz | 2223 | 89.6,Alexis Blin | Lecce | 2223 | 89.3,Nicolai Remberg | Holstein Kiel | 2425 | 89.1
Arturo Vidal,1718,Bayern Munich,GER-Bundesliga,MF,30.0,1456,Box-to-Box Engine,Creative Playmaker,29.9,24.5,5.4,94.6,3,2,Florian Tardieu | Troyes | 2223 | 75.4,Rubén Rochina | Levante | 1819 | 74.7,Ander Herrera | Paris S-G | 2122 | 74.0,Téji Savanier | Montpellier | 1920 | 73.0,Thiago Alcántara | Bayern Munich | 1718 | 71.2
Corentin Tolisso,1718,Bayern Munich,GER-Bundesliga,MF,22.0,1575,Creative Playmaker,Box-to-Box Engine,29.3,25.9,3.4,96.6,2,3,James Maddison | Tottenham | 2425 | 79.8,Shinji Kagawa | Dortmund | 1718 | 74.5,Neymar | Paris S-G | 2223 | 73.5,Enzo Millot | Stuttgart | 2425 | 72.7,Pedri | Barcelona | 2324 | 72.5
James Rodríguez,1718,Bayern Munich,GER-Bundesliga,"MF,FW",26.0,1621,Creative Playmaker,Box-to-Box Engine,34.5,24.3,10.2,89.8,2,3,Lovro Majer | Rennes | 2122 | 87.3,Hakan Çalhanoğlu | Inter | 2122 | 87.2,Neymar | Paris S-G | 2223 | 86.9,Ruslan Malinovskyi | Atalanta | 2021 | 86.6,Josip Iličić | Atalanta | 1718 | 86.6
Javi Martínez,1718,Bayern Munich,GER-Bundesliga,"MF,DF",28.0,1609,Defensive Anchor,Box-to-Box Engine,30.8,27.0,3.8,96.2,0,3,Filip Bradarić | Cagliari | 1819 | 86.5,Robert Andrich | Leverkusen | 2425 | 84.5,John Bostock | Toulouse | 1819 | 80.9,Mikel Vesga | Athletic Club | 2324 | 71.4,Damien Le Tallec | Montpellier | 2021 | 71.0
Sebastian Rudy,1718,Bayern Munich,GER-Bundesliga,MF,27.0,1515,Box-to-Box Engine,Defensive Anchor,29.9,27.4,2.5,97.5,3,0,José Campaña | Las Palmas | 2425 | 72.1,Nikola Moro | Bologna | 2425 | 66.9,Nampalys Mendy | Lens | 2324 | 61.6,Youri Tielemans | Aston Villa | 2324 | 60.9,Jorginho | Arsenal | 2223 | 59.9
Thiago Alcántara,1718,Bayern Munich,GER-Bundesliga,"MF,FW",26.0,1247,Box-to-Box Engine,Creative Playmaker,31.3,25.2,6.1,93.9,3,2,Marco Verratti | Paris S-G | 2021 | 79.1,James Milner | Liverpool | 1718 | 77.0,Nuri Şahin | Dortmund | 1718 | 76.1,Dani Ceballos | Real Madrid | 2223 | 75.0,Idrissa Gana Gueye | Paris S-G | 1920 | 74.8
Thomas Müller,1718,Bayern Munich,GER-Bundesliga,"MF,FW",27.0,2005,Creative Playmaker,Ball Progressor,34.2,25.9,8.3,91.7,2,1,Viktor Tsyhankov | Girona | 2324 | 92.8,Daichi Kamada | Eint Frankfurt | 2021 | 88.5,Julian Brandt | Dortmund | 2425 | 88.3,Mark Uth | Köln | 2122 | 87.8,Takumi Minamino | Monaco | 2324 | 87.6
Gonzalo Castro,1718,Dortmund,GER-Bundesliga,MF,30.0,1206,Box-to-Box Engine,Ball Progressor,27.1,26.3,0.8,99.2,3,1,Leandro Paredes | Paris S-G | 2223 | 70.8,Christian Eriksen | Manchester Utd | 2324 | 70.7,Ivan Rakitić | Sevilla | 2324 | 70.3,Jorginho | Arsenal | 2324 | 65.6,Jonathan de Guzmán | Eint Frankfurt | 1718 | 63.9
Julian Weigl,1718,Dortmund,GER-Bundesliga,MF,21.0,1944,Defensive Anchor,Box-to-Box Engine,40.0,25.5,14.5,85.5,0,3,Lebogang Phiri | Guingamp | 1819 | 89.5,Lucas Tousart | Lyon | 1920 | 89.2,Dario Essugo | Las Palmas | 2425 | 88.3,Kévin N'Doram | Metz | 1920 | 88.0,Santi Comesaña | Rayo Vallecano | 1819 | 87.9
Mahmoud Dahoud,1718,Dortmund,GER-Bundesliga,MF,21.0,1146,Box-to-Box Engine,Ball Progressor,29.1,25.3,3.8,96.2,3,1,Giovani Lo Celso | Tottenham | 1920 | 74.3,Enzo Le Fée | Lorient | 2021 | 70.6,Nicolò Rovella | Genoa | 2122 | 67.1,Naby Keïta | Liverpool | 2122 | 65.9,Exequiel Palacios | Leverkusen | 2425 | 65.3
Marco Reus,1718,Dortmund,GER-Bundesliga,"MF,FW",28.0,928,Creative Playmaker,Ball Progressor,30.4,27.8,2.6,97.4,2,1,Junior Stanislas | Bournemouth | 1718 | 86.8,Benito Raman | Düsseldorf | 1819 | 86.0,Lars Stindl | Gladbach | 1920 | 85.5,Érik Lamela | Tottenham | 1819 | 85.2,Henrikh Mkhitaryan | Roma | 1920 | 85.2
Mario Götze,1718,Dortmund,GER-Bundesliga,MF,25.0,1601,Creative Playmaker,Ball Progressor,34.0,24.7,9.3,90.7,2,1,Angelo Fulgini | Lens | 2425 | 88.4,Giovani Lo Celso | Villarreal | 2223 | 88.2,Lucas Vázquez | Real Madrid | 1718 | 85.6,Pascal Groß | Brighton | 1920 | 84.9,Lazar Samardzic | Atalanta | 2425 | 84.7
Nuri Şahin,1718,Dortmund,GER-Bundesliga,MF,28.0,1225,Box-to-Box Engine,Creative Playmaker,33.0,22.7,10.3,89.7,3,2,Thiago Alcántara | Liverpool | 2122 | 80.4,Stefano Sensi | Monza | 2223 | 78.1,Jorginho | Arsenal | 2324 | 78.1,Toni Kroos | Real Madrid | 2223 | 73.3,Corentin Tolisso | Lyon | 2223 | 73.2
Shinji Kagawa,1718,Dortmund,GER-Bundesliga,MF,28.0,1166,Creative Playmaker,Ball Progressor,34.2,25.0,9.2,90.8,2,1,Philippe Coutinho | Bayern Munich | 1920 | 87.7,Neymar | Paris S-G | 2223 | 85.8,Bruno Fernandes | Manchester Utd | 1920 | 84.7,Giovani Lo Celso | Betis | 2425 | 83.4,Jonathan Viera | Las Palmas | 2324 | 82.3
