player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Fran Beltrán,2425,Celta Vigo,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",63.4,16.6,83.4,Balanced,0,Attacking Progressor,🚀 Attacking Progressor,46.9,Hybrid Fit,validated,True,2421,MF,25.0,PCA+KMeans,47.4,75.8,5.650557620817844,,,4.907063197026023,,,0.966542750929368,1.858736059479554,,,,,1.8959107806691449,,4.4237918215613385,1.0408921933085502,1.0780669144981414,0.5576208178438662,1.6,0.15,0.14869888475836432,0.5204460966542751,9.144981412639405,0.5204460966542751,0.7063197026022305,52.6,0.48352416356877326,3.1691449814126393,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Hugo Sotelo,2425,Celta Vigo,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",33.3,3.2,96.8,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,30.1,Ambiguous Fit,validated,False,1254,MF,20.0,PCA+KMeans,8.2,57.3,5.971223021582734,,,7.194244604316546,,,0.3597122302158273,2.014388489208633,,,,,1.7553956834532376,,5.107913669064748,1.5107913669064748,2.7338129496402876,1.3669064748201438,2.87,0.0,0.0,0.8633093525179856,16.258992805755394,0.7194244604316546,1.4388489208633093,40.0,0.8713812949640289,4.35251798561151,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Hugo Álvarez,2425,Celta Vigo,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",37.5,2.6,97.4,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,34.9,Ambiguous Fit,validated,False,1572,"MF,DF",21.0,PCA+KMeans,9.4,40.2,3.4285714285714284,,,2.0,,,0.45714285714285713,1.4857142857142858,,,,,1.8285714285714285,,4.457142857142857,4.228571428571429,9.771428571428572,0.9714285714285714,2.63,0.52,0.4,0.8571428571428571,27.942857142857143,4.685714285714286,4.114285714285714,44.4,0.8722857142857144,4.857142857142858,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Iago Aspas,2425,Celta Vigo,ESP-La Liga,MID,2,Creative Playmaker,🧠 Creative Playmaker,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas.",54.3,3.9,96.1,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,50.4,Ambiguous Fit,validated,True,1745,"FW,MF",36.0,PCA+KMeans,41.1,74.2,6.804123711340207,,,3.814432989690722,,,0.4123711340206186,0.6701030927835052,,,,,1.0206185567010309,,2.8350515463917527,2.577319587628866,7.371134020618557,1.9587628865979383,3.82,0.67,0.5670103092783506,1.8041237113402062,24.020618556701034,3.4536082474226806,1.3917525773195878,55.6,1.3897525773195878,5.141752577319588,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Ilaix Moriba,2425,Celta Vigo,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",28.0,4.6,95.4,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,23.4,Ambiguous Fit,validated,False,2132,MF,21.0,PCA+KMeans,7.2,65.9,5.0210970464135025,,,4.514767932489452,,,0.5907172995780591,2.869198312236287,,,,,2.1265822784810124,,4.556962025316456,1.4345991561181435,2.70042194092827,0.8438818565400844,2.32,0.21,0.12658227848101267,0.8016877637130801,15.358649789029537,1.6455696202531647,2.067510548523207,30.6,0.6947763713080168,3.417721518987342,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Pablo Durán,2425,Celta Vigo,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",28.8,7.0,93.0,Hybrid,1,Ball Winner,🛡️ Ball Winner,21.8,Ambiguous Fit,validated,True,1394,"FW,MF",23.0,PCA+KMeans,57.4,57.3,1.935483870967742,,,1.3548387096774193,,,0.5161290322580645,1.096774193548387,,,,,1.303225806451613,,2.967741935483871,1.5483870967741935,8.0,1.096774193548387,1.94,0.26,0.1935483870967742,0.6451612903225806,17.096774193548388,4.129032258064516,2.7096774193548385,28.6,0.7473548387096773,3.209677419354839,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Sergio Carreira,2425,Celta Vigo,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",34.9,0.3,99.7,Hybrid,1,Ball Winner,🛡️ Ball Winner,34.6,Ambiguous Fit,validated,True,1656,"MF,DF",23.0,PCA+KMeans,59.4,69.2,2.880434782608696,,,1.9021739130434785,,,0.923913043478261,1.5217391304347827,,,,,1.8260869565217395,,3.586956521739131,2.1195652173913047,7.608695652173914,0.8695652173913044,1.96,0.22,0.2173913043478261,1.3043478260869565,20.65217391304348,2.8260869565217392,1.6304347826086958,46.7,0.6879130434782609,3.627717391304348,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Williot Swedberg,2425,Celta Vigo,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",35.0,10.3,89.7,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,24.6,Ambiguous Fit,validated,True,1348,"FW,MF",20.0,PCA+KMeans,37.9,41.9,1.8666666666666667,,,1.0666666666666667,,,0.2,1.5333333333333334,,,,,1.2533333333333334,,3.066666666666667,2.2666666666666666,7.733333333333333,1.0666666666666667,2.4,0.53,0.4,0.8,19.533333333333335,4.8,2.933333333333333,22.7,0.8993333333333334,3.2333333333333334,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Óscar Mingueza,2425,Celta Vigo,ESP-La Liga,MID,2,Creative Playmaker,🧠 Creative Playmaker,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas.",58.6,4.1,95.9,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,54.5,Ambiguous Fit,validated,False,2729,"MF,DF",25.0,PCA+KMeans,24.9,73.4,6.600660066006601,,,5.808580858085809,,,0.7260726072607261,1.2541254125412542,,,,,1.8415841584158414,,4.554455445544554,2.277227722772277,6.402640264026402,1.155115511551155,3.2,0.46,0.33003300330033003,2.277227722772277,25.04950495049505,1.386138613861386,1.9801980198019802,41.7,1.041023102310231,5.272277227722772,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Alex Král,2425,Espanyol,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",49.3,8.5,91.5,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,40.9,Ambiguous Fit,validated,False,2714,MF,26.0,PCA+KMeans,20.2,67.1,2.5827814569536423,,,2.4503311258278146,,,0.9271523178807948,1.8211920529801324,,,,,1.9536423841059603,,4.2052980132450335,1.6225165562913908,2.6158940397350996,0.3973509933774835,1.39,0.03,0.033112582781456956,0.3973509933774835,8.37748344370861,1.490066225165563,1.8211920529801324,52.7,0.3794701986754967,2.3178807947019866,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Antoniu,2425,Espanyol,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",64.7,3.3,96.7,Hybrid,1,Ball Winner,🛡️ Ball Winner,61.4,Hybrid Fit,validated,True,1022,"FW,MF",21.0,PCA+KMeans,39.3,50.5,2.456140350877193,,,0.8771929824561403,,,0.7017543859649122,1.8421052631578947,,,,,1.6315789473684208,,3.4210526315789473,3.070175438596491,5.526315789473684,0.6140350877192983,2.11,0.09,0.08771929824561403,0.6140350877192983,13.859649122807017,1.7543859649122806,4.7368421052631575,53.7,0.6008070175438596,2.982456140350877,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Edu Expósito,2425,Espanyol,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",53.7,3.8,96.2,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,49.9,Ambiguous Fit,validated,False,1045,MF,27.0,PCA+KMeans,17.2,39.3,5.517241379310345,,,3.103448275862069,,,1.293103448275862,1.9827586206896552,,,,,2.1551724137931036,,5.431034482758621,1.9827586206896552,3.53448275862069,2.413793103448276,3.79,0.17,0.0,1.206896551724138,19.82758620689655,2.241379310344828,2.413793103448276,53.6,1.3627586206896551,3.53448275862069,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Javi Puado,2425,Espanyol,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",49.7,16.5,83.5,Balanced,1,Ball Winner,🛡️ Ball Winner,33.2,Ambiguous Fit,validated,True,2974,"FW,MF",26.0,PCA+KMeans,41.6,43.8,2.272727272727273,,,1.0909090909090908,,,0.15151515151515152,0.6666666666666666,,,,,1.0242424242424242,,3.1818181818181817,2.212121212121212,3.4242424242424243,0.6666666666666666,1.66,0.21,0.18181818181818182,0.45454545454545453,12.515151515151516,3.090909090909091,1.8484848484848484,34.4,0.5493333333333333,2.25,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Jofre,2425,Espanyol,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",32.2,5.4,94.6,Hybrid,1,Ball Winner,🛡️ Ball Winner,26.8,Ambiguous Fit,validated,True,2165,"MF,FW",23.0,PCA+KMeans,58.1,60.7,1.9917012448132778,,,0.7053941908713692,,,0.6224066390041494,0.9128630705394191,,,,,1.5269709543568464,,4.356846473029045,2.697095435684647,6.473029045643153,0.9958506224066389,2.33,0.21,0.16597510373443983,0.6224066390041494,15.933609958506223,2.946058091286307,4.647302904564315,34.8,0.7511701244813278,2.9668049792531117,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Pol Lozano,2425,Espanyol,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",36.1,12.3,87.7,Balanced,1,Ball Winner,🛡️ Ball Winner,23.8,Ambiguous Fit,validated,False,1943,MF,24.0,PCA+KMeans,34.0,65.8,5.3240740740740735,,,4.398148148148148,,,1.0185185185185184,2.4537037037037037,,,,,2.074074074074074,,3.9814814814814814,0.8333333333333333,0.5555555555555555,0.787037037037037,1.84,0.09,0.09259259259259259,0.5092592592592592,7.268518518518518,0.046296296296296294,0.8796296296296295,26.3,0.5614074074074074,2.7777777777777772,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Urko González,2425,Espanyol,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",44.6,14.2,85.8,Balanced,1,Ball Winner,🛡️ Ball Winner,30.4,Ambiguous Fit,validated,False,1374,MF,23.0,PCA+KMeans,27.9,63.3,4.052287581699346,,,2.418300653594771,,,0.5228758169934641,3.0065359477124183,,,,,2.4967320261437904,,4.640522875816993,1.1764705882352942,0.5228758169934641,0.6535947712418301,1.51,0.33,0.32679738562091504,0.32679738562091504,5.424836601307189,0.7189542483660131,1.1111111111111112,35.3,0.534718954248366,2.042483660130719,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Álvaro Tejero,2425,Espanyol,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",21.4,3.3,96.7,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,18.1,Ambiguous Fit,validated,True,1238,"MF,DF",28.0,PCA+KMeans,5.2,29.3,3.333333333333333,,,1.8840579710144927,,,0.9420289855072463,1.0144927536231882,,,,,1.9420289855072461,,4.63768115942029,1.9565217391304346,5.217391304347826,2.391304347826087,4.0,0.65,0.2898550724637681,1.5217391304347825,20.724637681159418,0.9420289855072463,1.0144927536231882,21.4,1.5082608695652175,3.0978260869565215,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Alex Sola,2425,Getafe,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",45.6,13.3,86.7,Balanced,2,Creative Playmaker,🧠 Creative Playmaker,32.3,Ambiguous Fit,validated,True,1029,"MF,FW",25.0,PCA+KMeans,47.1,52.7,2.017543859649123,,,1.0526315789473684,,,0.6140350877192983,1.8421052631578947,,,,,1.6491228070175439,,4.12280701754386,2.1052631578947367,5.350877192982456,0.7894736842105263,2.28,0.18,0.17543859649122806,0.17543859649122806,19.736842105263158,3.070175438596491,5.350877192982456,34.4,0.6798947368421053,2.6315789473684212,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Carles Pérez,2425,Getafe,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",57.3,16.1,83.9,Balanced,1,Ball Winner,🛡️ Ball Winner,41.2,Ambiguous Fit,validated,True,1431,"MF,FW",26.0,PCA+KMeans,45.4,52.8,1.2578616352201257,,,1.069182389937107,,,0.3773584905660377,2.0754716981132075,,,,,1.6352201257861634,,3.144654088050314,1.949685534591195,4.8427672955974845,1.069182389937107,2.52,0.06,0.0,0.8805031446540881,18.30188679245283,2.7672955974842766,3.144654088050314,42.0,0.7498364779874215,2.279874213836478,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Christantus Uche,2425,Getafe,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",28.8,4.0,96.0,Hybrid,1,Ball Winner,🛡️ Ball Winner,24.9,Ambiguous Fit,validated,True,2486,"FW,MF",21.0,PCA+KMeans,61.4,64.3,1.7753623188405796,,,1.3405797101449275,,,0.36231884057971014,1.2681159420289854,,,,,1.4057971014492754,,3.9855072463768115,1.5579710144927534,5.36231884057971,1.0507246376811594,2.82,0.36,0.2898550724637681,0.5797101449275363,18.043478260869563,3.8043478260869565,3.2971014492753623,35.2,0.9101449275362319,2.5090579710144927,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Coba da Costa,2425,Getafe,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",53.8,14.9,85.1,Balanced,2,Creative Playmaker,🧠 Creative Playmaker,38.9,Ambiguous Fit,validated,True,1006,"MF,FW",22.0,PCA+KMeans,35.6,42.4,1.4285714285714286,,,1.25,,,0.7142857142857143,2.5892857142857144,,,,,1.892857142857143,,3.125,4.107142857142858,7.4107142857142865,0.8035714285714286,3.31,0.36,0.26785714285714285,0.8928571428571429,21.875,4.196428571428572,5.0,33.9,0.9387142857142857,3.5491071428571432,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Djené,2425,Getafe,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",38.8,9.4,90.6,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,29.4,Ambiguous Fit,validated,False,2548,"DF,MF",32.0,PCA+KMeans,17.0,54.3,2.614840989399293,,,2.756183745583039,,,0.7420494699646643,0.8833922261484098,,,,,1.9293286219081274,,3.604240282685512,0.6360424028268551,0.7420494699646643,0.31802120141342755,0.74,0.04,0.0353356890459364,0.45936395759717313,5.936395759717314,0.6007067137809187,0.6007067137809187,41.2,0.22360424028268552,1.687279151943463,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Luis Milla,2425,Getafe,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",30.3,1.5,98.5,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,28.8,Ambiguous Fit,validated,False,2875,MF,29.0,PCA+KMeans,3.4,58.8,4.764890282131661,,,4.670846394984326,,,0.7523510971786834,1.9122257053291536,,,,,1.9184952978056427,,5.266457680250784,1.0031347962382446,0.9404388714733543,2.19435736677116,4.07,0.19,0.09404388714733543,0.8150470219435737,16.426332288401255,0.6269592476489029,1.2225705329153607,53.8,1.340871473354232,2.844827586206897,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Mauro Arambarri,2425,Getafe,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",39.2,4.1,95.9,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,35.0,Ambiguous Fit,validated,False,2661,MF,28.0,PCA+KMeans,13.1,63.7,2.5337837837837838,,,2.5,,,0.5067567567567567,1.6216216216216215,,,,,1.8986486486486485,,4.628378378378378,0.5743243243243243,1.8581081081081081,0.5743243243243243,1.83,0.1,0.03378378378378378,0.13513513513513511,8.91891891891892,2.4324324324324325,1.1486486486486487,52.9,0.5048648648648648,1.866554054054054,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Ramón Terrats,2425,Getafe,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",71.3,13.4,86.6,Balanced,1,Ball Winner,🛡️ Ball Winner,58.0,Good Fit,validated,True,1219,"MF,FW",23.0,PCA+KMeans,39.3,60.0,2.6666666666666665,,,2.1481481481481484,,,0.5925925925925926,1.4814814814814814,,,,,1.5703703703703702,,3.925925925925926,0.5925925925925926,2.740740740740741,1.1851851851851851,2.36,0.15,0.14814814814814814,0.6666666666666666,15.777777777777779,1.7037037037037037,3.7037037037037037,50.0,0.791037037037037,2.037037037037037,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Arnau Martinez,2425,Girona,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",62.1,3.8,96.2,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,58.3,Hybrid Fit,validated,False,2624,"DF,MF",21.0,PCA+KMeans,25.4,73.4,5.5479452054794525,,,5.308219178082192,,,1.0616438356164384,1.7465753424657535,,,,,2.061643835616439,,4.280821917808219,1.404109589041096,3.493150684931507,0.6164383561643836,1.92,0.21,0.20547945205479454,0.4794520547945206,16.71232876712329,1.8835616438356164,1.2671232876712328,54.1,0.5792876712328767,3.9383561643835616,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Arnaut Danjuma,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",33.2,1.2,98.8,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,32.0,Ambiguous Fit,validated,True,1335,"FW,MF",27.0,PCA+KMeans,11.2,0.2,2.77027027027027,,,1.1486486486486487,,,0.13513513513513511,0.5405405405405405,,,,,0.7972972972972971,,2.7027027027027026,6.148648648648648,12.5,1.4864864864864864,2.7,0.0,0.0,1.6216216216216215,26.283783783783782,5.472972972972973,4.527027027027027,35.8,0.8592972972972973,5.641891891891892,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Arthur Melo,2425,Girona,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",73.3,15.2,84.8,Balanced,0,Attacking Progressor,🚀 Attacking Progressor,58.2,Good Fit,validated,True,941,MF,27.0,PCA+KMeans,37.2,66.6,6.666666666666667,,,6.666666666666667,,,0.7619047619047619,2.380952380952381,,,,,1.8857142857142857,,4.666666666666667,2.2857142857142856,1.619047619047619,0.47619047619047616,1.43,0.1,0.0,0.38095238095238093,14.285714285714286,0.19047619047619047,1.3333333333333333,57.1,0.40523809523809523,4.30952380952381,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Bryan Gil,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",29.1,1.5,98.5,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,27.6,Ambiguous Fit,validated,False,1721,"FW,MF",23.0,PCA+KMeans,4.7,32.6,3.8743455497382198,,,1.413612565445026,,,0.5235602094240838,1.7801047120418847,,,,,1.6230366492146593,,4.0837696335078535,3.9790575916230364,10.994764397905758,1.0994764397905759,2.93,0.26,0.2617801047120419,1.7277486910994764,29.738219895287955,4.293193717277487,5.445026178010471,39.4,0.9198952879581151,5.0654450261780095,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Donny van de Beek,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",67.9,17.0,83.0,Balanced,1,Ball Winner,🛡️ Ball Winner,50.8,Hybrid Fit,validated,True,1421,MF,27.0,PCA+KMeans,40.9,54.7,2.848101265822785,,,1.3291139240506329,,,0.6329113924050632,1.8354430379746836,,,,,1.4936708860759491,,3.0379746835443036,1.0759493670886076,5.379746835443037,1.1392405063291138,1.77,0.13,0.12658227848101264,0.6962025316455696,14.556962025316455,3.860759493670886,0.8227848101265822,46.2,0.6758481012658227,2.6582278481012658,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Iván Martín,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",54.4,0.9,99.1,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,53.5,Ambiguous Fit,validated,False,2039,MF,25.0,PCA+KMeans,19.1,54.6,5.770925110132159,,,4.4493392070484585,,,0.4845814977973568,1.4096916299559472,,,,,1.6563876651982379,,4.845814977973569,2.511013215859031,3.3480176211453747,0.9691629955947136,2.47,0.18,0.13215859030837004,0.6607929515418502,18.14977973568282,0.7929515418502203,2.0704845814977975,53.2,0.7478325991189428,4.0198237885462555,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Miguel Gutiérrez,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",70.9,4.3,95.7,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,66.6,Good Fit,validated,False,2458,"DF,MF",23.0,PCA+KMeans,36.9,61.6,3.772893772893773,,,2.161172161172161,,,0.5860805860805861,1.3553113553113554,,,,,1.8168498168498168,,5.274725274725275,2.3076923076923075,7.289377289377289,1.5018315018315018,2.71,0.29,0.21978021978021978,1.8681318681318682,26.446886446886445,1.8315018315018314,2.0146520146520146,52.7,0.9663663003663003,3.8827838827838823,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Oriol Romeu,2425,Girona,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",50.6,10.9,89.1,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,39.7,Ambiguous Fit,validated,True,1356,MF,32.0,PCA+KMeans,51.7,74.5,4.8344370860927155,,,5.364238410596027,,,0.794701986754967,2.5165562913907285,,,,,2.1589403973509937,,4.701986754966888,1.456953642384106,0.5298013245033113,0.5298013245033113,1.33,0.07,0.06622516556291391,0.13245033112582782,9.337748344370862,0.26490066225165565,0.5298013245033113,50.0,0.38996026490066227,3.04635761589404,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Viktor Tsyhankov,2425,Girona,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",64.1,9.9,90.1,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,54.2,Hybrid Fit,validated,True,1913,"FW,MF",26.0,PCA+KMeans,37.9,58.5,3.051643192488263,,,1.784037558685446,,,0.704225352112676,0.892018779342723,,,,,1.1830985915492955,,3.2394366197183095,2.9107981220657275,9.154929577464788,1.5492957746478873,3.06,0.38,0.18779342723004694,1.1267605633802817,26.47887323943662,3.4741784037558685,1.6431924882629108,42.9,1.0818591549295775,4.225352112676056,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
